season,week,teamOwner,teamName,teamWeekTotal,teamWeekRank,teamRecordPre,teamMatchupResult,teamRecordPost,teamOwnerOpponent,teamNameOpponent,teamWeekTotalOpponent,teamWeekRankOpponent,teamRecordPreOpponent,teamRecordPostOpponent
2015,4,Brian,DoyouseewhathappensLarry,72.82,12,3-0-0,Loss,3-1-0,Colin,Im a scientist,77.66,10,2-1-0,3-1-0
2015,4,Rob,senor manberto,97.35,4,1-2-0,Win,2-2-0,dan,DR Philthy,86.12,7,0-3-0,0-4-0
2015,4,Matthew,Turf Muncher,81.6,8,2-1-0,Loss,2-2-0,AJ,Digbick McCocknballs III,111.54,1,2-1-0,3-1-0
2015,4,Sam,ZJ Anderson,106.01,2,0-3-0,Win,1-3-0,Matt,Mongorians,92.45,6,0-3-0,0-4-0
2015,5,AJ,Digbick McCocknballs III,115.22,3,3-1-0,Win,4-1-0,Aaron,Doomsday,67.36,11,2-2-0,2-3-0
2015,5,Mike,MrPigSkinner,83.24,8,1-3-0,Win,2-3-0,Matt,Mongorians,64.07,12,0-4-0,0-5-0
2015,5,Colin,Im a scientist,103.04,5,3-1-0,Win,4-1-0,Kameron,Drunken Monkeys,87.78,7,3-1-0,3-2-0
2015,5,dan,DR Philthy,80.59,9,0-4-0,Loss,0-5-0,Sam,ZJ Anderson,154.24,1,1-3-0,2-3-0
2015,5,Matthew,Turf Muncher,117.32,2,2-2-0,Win,3-2-0,Mike,Foosball Is The DEVIL,79.7,10,4-0-0,4-1-0
2015,5,Brian,DoyouseewhathappensLarry,114.51,4,3-1-0,Win,4-1-0,Rob,senor manberto,100.1,6,2-2-0,2-3-0
2015,5,Aaron,Doomsday,67.36,11,2-2-0,Loss,2-3-0,AJ,Digbick McCocknballs III,115.22,3,3-1-0,4-1-0
2015,5,Matt,Mongorians,64.07,12,0-4-0,Loss,0-5-0,Mike,MrPigSkinner,83.24,8,1-3-0,2-3-0
2015,5,Kameron,Drunken Monkeys,87.78,7,3-1-0,Loss,3-2-0,Colin,Im a scientist,103.04,5,3-1-0,4-1-0
2015,5,Sam,ZJ Anderson,154.24,1,1-3-0,Win,2-3-0,dan,DR Philthy,80.59,9,0-4-0,0-5-0
2015,5,Mike,Foosball Is The DEVIL,79.7,10,4-0-0,Loss,4-1-0,Matthew,Turf Muncher,117.32,2,2-2-0,3-2-0
2015,5,Rob,senor manberto,100.1,6,2-2-0,Loss,2-3-0,Brian,DoyouseewhathappensLarry,114.51,4,3-1-0,4-1-0
2015,6,AJ,Digbick McCocknballs III,140.88,1,4-1-0,Win,5-1-0,Brian,DoyouseewhathappensLarry,94.48,7,4-1-0,4-2-0
2015,6,Matt,Mongorians,83.1,9,0-5-0,Loss,0-6-0,Mike,Foosball Is The DEVIL,85.28,8,4-1-0,5-1-0
2015,6,Mike,MrPigSkinner,134.84,3,2-3-0,Win,3-3-0,Sam,ZJ Anderson,114.62,4,2-3-0,2-4-0
2015,6,Kameron,Drunken Monkeys,81.47,10,3-2-0,Loss,3-3-0,Rob,senor manberto,137.72,2,2-3-0,3-3-0
2015,6,Aaron,Doomsday,108.5,6,2-3-0,Win,3-3-0,dan,DR Philthy,73.14,12,0-5-0,0-6-0
2015,6,Matthew,Turf Muncher,108.74,5,3-2-0,Win,4-2-0,Colin,Im a scientist,79.5,11,4-1-0,4-2-0
2015,6,Brian,DoyouseewhathappensLarry,94.48,7,4-1-0,Loss,4-2-0,AJ,Digbick McCocknballs III,140.88,1,4-1-0,5-1-0
2015,6,Mike,Foosball Is The DEVIL,85.28,8,4-1-0,Win,5-1-0,Matt,Mongorians,83.1,9,0-5-0,0-6-0
2015,6,Sam,ZJ Anderson,114.62,4,2-3-0,Loss,2-4-0,Mike,MrPigSkinner,134.84,3,2-3-0,3-3-0
2015,6,Rob,senor manberto,137.72,2,2-3-0,Win,3-3-0,Kameron,Drunken Monkeys,81.47,10,3-2-0,3-3-0
2015,6,dan,DR Philthy,73.14,12,0-5-0,Loss,0-6-0,Aaron,Doomsday,108.5,6,2-3-0,3-3-0
2015,6,Colin,Im a scientist,79.5,11,4-1-0,Loss,4-2-0,Matthew,Turf Muncher,108.74,5,3-2-0,4-2-0
2015,7,Rob,senor manberto,87.74,9,3-3-0,Loss,3-4-0,Mike,Foosball Is The DEVIL,128.7,3,5-1-0,6-1-0
2015,7,Aaron,Doomsday,88.64,8,3-3-0,Loss,3-4-0,Brian,DoyouseewhathappensLarry,96.07,7,4-2-0,5-2-0
2015,7,Mike,MrPigSkinner,97.4,6,3-3-0,Loss,3-4-0,Matthew,Turf Muncher,143.15,1,4-2-0,5-2-0
2015,7,Matt,Mongorians,59.63,12,0-6-0,Loss,0-7-0,dan,DR Philthy,72.8,11,0-6-0,1-6-0
2015,7,Sam,ZJ Anderson,131.86,2,2-4-0,Win,3-4-0,Colin,Im a scientist,87.34,10,4-2-0,4-3-0
2015,7,AJ,Digbick McCocknballs III,107.75,5,5-1-0,Loss,5-2-0,Kameron,Drunken Monkeys,111.51,4,3-3-0,4-3-0
2015,7,Mike,Foosball Is The DEVIL,128.7,3,5-1-0,Win,6-1-0,Rob,senor manberto,87.74,9,3-3-0,3-4-0
2015,7,Brian,DoyouseewhathappensLarry,96.07,7,4-2-0,Win,5-2-0,Aaron,Doomsday,88.64,8,3-3-0,3-4-0
2015,7,Matthew,Turf Muncher,143.15,1,4-2-0,Win,5-2-0,Mike,MrPigSkinner,97.4,6,3-3-0,3-4-0
2015,7,dan,DR Philthy,72.8,11,0-6-0,Win,1-6-0,Matt,Mongorians,59.63,12,0-6-0,0-7-0
2015,7,Colin,Im a scientist,87.34,10,4-2-0,Loss,4-3-0,Sam,ZJ Anderson,131.86,2,2-4-0,3-4-0
2015,7,Kameron,Drunken Monkeys,111.51,4,3-3-0,Win,4-3-0,AJ,Digbick McCocknballs III,107.75,5,5-1-0,5-2-0
2015,8,Colin,Im a scientist,103.58,6,4-3-0,Win,5-3-0,AJ,Digbick McCocknballs III,72.24,12,5-2-0,5-3-0
2015,8,Brian,DoyouseewhathappensLarry,115.72,2,5-2-0,Win,6-2-0,Matthew,Turf Muncher,77.51,10,5-2-0,5-3-0
2015,8,Mike,MrPigSkinner,102.36,7,3-4-0,Win,4-4-0,dan,DR Philthy,85.02,9,1-6-0,1-7-0
2015,8,Matt,Mongorians,106.32,5,0-7-0,Loss,0-8-0,Rob,senor manberto,114.04,3,3-4-0,4-4-0
2015,8,Aaron,Doomsday,127.98,1,3-4-0,Win,4-4-0,Sam,ZJ Anderson,73.34,11,3-4-0,3-5-0
2015,8,Kameron,Drunken Monkeys,113.83,4,4-3-0,Win,5-3-0,Mike,Foosball Is The DEVIL,85.44,8,6-1-0,6-2-0
2015,8,AJ,Digbick McCocknballs III,72.24,12,5-2-0,Loss,5-3-0,Colin,Im a scientist,103.58,6,4-3-0,5-3-0
2015,8,Matthew,Turf Muncher,77.51,10,5-2-0,Loss,5-3-0,Brian,DoyouseewhathappensLarry,115.72,2,5-2-0,6-2-0
2015,8,dan,DR Philthy,85.02,9,1-6-0,Loss,1-7-0,Mike,MrPigSkinner,102.36,7,3-4-0,4-4-0
2015,8,Rob,senor manberto,114.04,3,3-4-0,Win,4-4-0,Matt,Mongorians,106.32,5,0-7-0,0-8-0
2015,8,Sam,ZJ Anderson,73.34,11,3-4-0,Loss,3-5-0,Aaron,Doomsday,127.98,1,3-4-0,4-4-0
2015,8,Mike,Foosball Is The DEVIL,85.44,8,6-1-0,Loss,6-2-0,Kameron,Drunken Monkeys,113.83,4,4-3-0,5-3-0
2015,9,Kameron,Drunken Monkeys,122.0,3,5-3-0,Win,6-3-0,dan,DR Philthy,84.95,11,1-7-0,1-8-0
2015,9,Mike,Foosball Is The DEVIL,121.36,4,6-2-0,Loss,6-3-0,Brian,DoyouseewhathappensLarry,148.91,1,6-2-0,7-2-0
2015,9,Colin,Im a scientist,112.16,7,5-3-0,Loss,5-4-0,Mike,MrPigSkinner,117.58,5,4-4-0,5-4-0
2015,9,Sam,ZJ Anderson,133.46,2,3-5-0,Win,4-5-0,Matthew,Turf Muncher,103.75,8,5-3-0,5-4-0
2015,9,Aaron,Doomsday,89.02,10,4-4-0,Win,5-4-0,Matt,Mongorians,54.4,12,0-8-0,0-9-0
2015,9,Rob,senor manberto,117.4,6,4-4-0,Win,5-4-0,AJ,Digbick McCocknballs III,102.48,9,5-3-0,5-4-0
2015,9,dan,DR Philthy,84.95,11,1-7-0,Loss,1-8-0,Kameron,Drunken Monkeys,122.0,3,5-3-0,6-3-0
2015,9,Brian,DoyouseewhathappensLarry,148.91,1,6-2-0,Win,7-2-0,Mike,Foosball Is The DEVIL,121.36,4,6-2-0,6-3-0
2015,9,Mike,MrPigSkinner,117.58,5,4-4-0,Win,5-4-0,Colin,Im a scientist,112.16,7,5-3-0,5-4-0
2015,9,Matthew,Turf Muncher,103.75,8,5-3-0,Loss,5-4-0,Sam,ZJ Anderson,133.46,2,3-5-0,4-5-0
2015,9,Matt,Mongorians,54.4,12,0-8-0,Loss,0-9-0,Aaron,Doomsday,89.02,10,4-4-0,5-4-0
2015,9,AJ,Digbick McCocknballs III,102.48,9,5-3-0,Loss,5-4-0,Rob,senor manberto,117.4,6,4-4-0,5-4-0
2015,10,Kameron,Drunken Monkeys,100.89,4,6-3-0,Win,7-3-0,Brian,DoyouseewhathappensLarry,98.58,5,7-2-0,7-3-0
2015,10,Mike,MrPigSkinner,104.86,2,5-4-0,Win,6-4-0,AJ,Digbick McCocknballs III,73.03,11,5-4-0,5-5-0
2015,10,Sam,ZJ Anderson,89.58,8,4-5-0,Loss,4-6-0,Mike,Foosball Is The DEVIL,128.36,1,6-3-0,7-3-0
2015,10,Colin,Im a scientist,82.22,10,5-4-0,Win,6-4-0,dan,DR Philthy,61.48,12,1-8-0,1-9-0
2015,10,Rob,senor manberto,104.7,3,5-4-0,Win,6-4-0,Aaron,Doomsday,91.64,7,5-4-0,5-5-0
2015,10,Matt,Mongorians,95.22,6,0-9-0,Win,1-9-0,Matthew,Turf Muncher,83.86,9,5-4-0,5-5-0
2015,10,Brian,DoyouseewhathappensLarry,98.58,5,7-2-0,Loss,7-3-0,Kameron,Drunken Monkeys,100.89,4,6-3-0,7-3-0
2015,10,AJ,Digbick McCocknballs III,73.03,11,5-4-0,Loss,5-5-0,Mike,MrPigSkinner,104.86,2,5-4-0,6-4-0
2015,10,Mike,Foosball Is The DEVIL,128.36,1,6-3-0,Win,7-3-0,Sam,ZJ Anderson,89.58,8,4-5-0,4-6-0
2015,10,dan,DR Philthy,61.48,12,1-8-0,Loss,1-9-0,Colin,Im a scientist,82.22,10,5-4-0,6-4-0
2015,10,Aaron,Doomsday,91.64,7,5-4-0,Loss,5-5-0,Rob,senor manberto,104.7,3,5-4-0,6-4-0
2015,10,Matthew,Turf Muncher,83.86,9,5-4-0,Loss,5-5-0,Matt,Mongorians,95.22,6,0-9-0,1-9-0
2015,11,Brian,DoyouseewhathappensLarry,45.56,12,7-3-0,Loss,7-4-0,Mike,MrPigSkinner,108.85,2,6-4-0,7-4-0
2015,11,dan,DR Philthy,55.61,11,1-9-0,Loss,1-10-0,Matthew,Turf Muncher,70.12,8,5-5-0,6-5-0
2015,11,Kameron,Drunken Monkeys,72.41,7,7-3-0,Loss,7-4-0,Matt,Mongorians,96.08,5,1-9-0,2-9-0
2015,11,Colin,Im a scientist,91.25,6,6-4-0,Loss,6-5-0,Rob,senor manberto,99.52,3,6-4-0,7-4-0
2015,11,Sam,ZJ Anderson,114.8,1,4-6-0,Win,5-6-0,AJ,Digbick McCocknballs III,67.6,9,5-5-0,5-6-0
2015,11,Aaron,Doomsday,98.0,4,5-5-0,Win,6-5-0,Mike,Foosball Is The DEVIL,63.88,10,7-3-0,7-4-0
2015,11,Mike,MrPigSkinner,108.85,2,6-4-0,Win,7-4-0,Brian,DoyouseewhathappensLarry,45.56,12,7-3-0,7-4-0
2015,11,Matthew,Turf Muncher,70.12,8,5-5-0,Win,6-5-0,dan,DR Philthy,55.61,11,1-9-0,1-10-0
2015,11,Matt,Mongorians,96.08,5,1-9-0,Win,2-9-0,Kameron,Drunken Monkeys,72.41,7,7-3-0,7-4-0
2015,11,Rob,senor manberto,99.52,3,6-4-0,Win,7-4-0,Colin,Im a scientist,91.25,6,6-4-0,6-5-0
2015,11,AJ,Digbick McCocknballs III,67.6,9,5-5-0,Loss,5-6-0,Sam,ZJ Anderson,114.8,1,4-6-0,5-6-0
2015,11,Mike,Foosball Is The DEVIL,63.88,10,7-3-0,Loss,7-4-0,Aaron,Doomsday,98.0,4,5-5-0,6-5-0
2015,12,Mike,Foosball Is The DEVIL,99.87,5,7-4-0,Loss,7-5-0,Brian,DoyouseewhathappensLarry,112.37,3,7-4-0,8-4-0
2015,12,dan,DR Philthy,85.79,11,1-10-0,Loss,1-11-0,Rob,senor manberto,94.13,8,7-4-0,8-4-0
2015,12,Mike,MrPigSkinner,99.34,6,7-4-0,Loss,7-5-0,Matt,Mongorians,125.36,2,2-9-0,3-9-0
2015,12,AJ,Digbick McCocknballs III,89.4,9,5-6-0,Win,6-6-0,Kameron,Drunken Monkeys,72.24,12,7-4-0,7-5-0
2015,12,Colin,Im a scientist,89.28,10,6-5-0,Loss,6-6-0,Aaron,Doomsday,126.2,1,6-5-0,7-5-0
2015,12,Matthew,Turf Muncher,105.44,4,6-5-0,Win,7-5-0,Sam,ZJ Anderson,96.22,7,5-6-0,5-7-0
2015,12,Brian,DoyouseewhathappensLarry,112.37,3,7-4-0,Win,8-4-0,Mike,Foosball Is The DEVIL,99.87,5,7-4-0,7-5-0
2015,12,Rob,senor manberto,94.13,8,7-4-0,Win,8-4-0,dan,DR Philthy,85.79,11,1-10-0,1-11-0
2015,12,Matt,Mongorians,125.36,2,2-9-0,Win,3-9-0,Mike,MrPigSkinner,99.34,6,7-4-0,7-5-0
2015,12,Kameron,Drunken Monkeys,72.24,12,7-4-0,Loss,7-5-0,AJ,Digbick McCocknballs III,89.4,9,5-6-0,6-6-0
2015,12,Aaron,Doomsday,126.2,1,6-5-0,Win,7-5-0,Colin,Im a scientist,89.28,10,6-5-0,6-6-0
2015,12,Sam,ZJ Anderson,96.22,7,5-6-0,Loss,5-7-0,Matthew,Turf Muncher,105.44,4,6-5-0,7-5-0
2015,13,AJ,Digbick McCocknballs III,106.9,5,6-6-0,Win,7-6-0,Aaron,Doomsday,71.08,11,7-5-0,7-6-0
2015,13,Mike,Foosball Is The DEVIL,92.48,9,7-5-0,Loss,7-6-0,Matt,Mongorians,97.88,8,3-9-0,4-9-0
2015,13,Brian,DoyouseewhathappensLarry,101.62,7,8-4-0,Loss,8-5-0,Colin,Im a scientist,140.42,2,6-6-0,7-6-0
2015,13,Rob,senor manberto,106.45,6,8-4-0,Loss,8-5-0,Kameron,Drunken Monkeys,123.56,3,7-5-0,8-5-0
2015,13,Matthew,Turf Muncher,63.26,12,7-5-0,Loss,7-6-0,Sam,ZJ Anderson,154.2,1,5-7-0,6-7-0
2015,13,Mike,MrPigSkinner,119.74,4,7-5-0,Win,8-5-0,dan,DR Philthy,87.67,10,1-11-0,1-12-0
2015,13,Aaron,Doomsday,71.08,11,7-5-0,Loss,7-6-0,AJ,Digbick McCocknballs III,106.9,5,6-6-0,7-6-0
2015,13,Matt,Mongorians,97.88,8,3-9-0,Win,4-9-0,Mike,Foosball Is The DEVIL,92.48,9,7-5-0,7-6-0
2015,13,Colin,Im a scientist,140.42,2,6-6-0,Win,7-6-0,Brian,DoyouseewhathappensLarry,101.62,7,8-4-0,8-5-0
2015,13,Kameron,Drunken Monkeys,123.56,3,7-5-0,Win,8-5-0,Rob,senor manberto,106.45,6,8-4-0,8-5-0
2015,13,Sam,ZJ Anderson,154.2,1,5-7-0,Win,6-7-0,Matthew,Turf Muncher,63.26,12,7-5-0,7-6-0
2015,13,dan,DR Philthy,87.67,10,1-11-0,Loss,1-12-0,Mike,MrPigSkinner,119.74,4,7-5-0,8-5-0
2015,14,Sam,ZJ Anderson,62.46,8,6-7-0,Loss,6-7-0,Matt,Mongorians,100.53,5,4-9-0,4-9-0
2015,14,Aaron,Doomsday,152.68,1,7-6-0,Win,7-6-0,dan,DR Philthy,76.47,7,1-12-0,1-12-0
2015,14,Kameron,Drunken Monkeys,103.6,4,8-5-0,Loss,8-5-0,Colin,Im a scientist,106.32,3,7-6-0,7-6-0
2015,14,Brian,DoyouseewhathappensLarry,99.61,6,8-5-0,Loss,8-5-0,Mike,Foosball Is The DEVIL,116.84,2,7-6-0,7-6-0
2015,14,Matt,Mongorians,100.53,5,4-9-0,Win,4-9-0,Sam,ZJ Anderson,62.46,8,6-7-0,6-7-0
2015,14,dan,DR Philthy,76.47,7,1-12-0,Loss,1-12-0,Aaron,Doomsday,152.68,1,7-6-0,7-6-0
2015,14,Colin,Im a scientist,106.32,3,7-6-0,Win,7-6-0,Kameron,Drunken Monkeys,103.6,4,8-5-0,8-5-0
2015,14,Mike,Foosball Is The DEVIL,116.84,2,7-6-0,Win,7-6-0,Brian,DoyouseewhathappensLarry,99.61,6,8-5-0,8-5-0
2015,15,AJ,Digbick McCocknballs III,103.63,6,7-6-0,Loss,7-6-0,Matt,Mongorians,103.78,5,4-9-0,4-9-0
2015,15,Aaron,Doomsday,86.9,8,7-6-0,Loss,7-6-0,Matthew,Turf Muncher,91.87,7,7-6-0,7-6-0
2015,15,Rob,senor manberto,125.64,1,8-5-0,Win,8-5-0,Colin,Im a scientist,122.39,2,7-6-0,7-6-0
2015,15,Mike,Foosball Is The DEVIL,112.18,3,7-6-0,Win,7-6-0,Mike,MrPigSkinner,106.56,4,8-5-0,8-5-0
2015,15,Matt,Mongorians,103.78,5,4-9-0,Win,4-9-0,AJ,Digbick McCocknballs III,103.63,6,7-6-0,7-6-0
2015,15,Matthew,Turf Muncher,91.87,7,7-6-0,Win,7-6-0,Aaron,Doomsday,86.9,8,7-6-0,7-6-0
2015,15,Colin,Im a scientist,122.39,2,7-6-0,Loss,7-6-0,Rob,senor manberto,125.64,1,8-5-0,8-5-0
2015,15,Mike,MrPigSkinner,106.56,4,8-5-0,Loss,8-5-0,Mike,Foosball Is The DEVIL,112.18,3,7-6-0,7-6-0
2015,16,Matt,Mongorians,82.79,8,4-9-0,Win,4-9-0,Matthew,Turf Muncher,78.5,9,7-6-0,7-6-0
2015,16,AJ,Digbick McCocknballs III,87.94,6,7-6-0,Win,7-6-0,Aaron,Doomsday,76.06,10,7-6-0,7-6-0
2015,16,Sam,ZJ Anderson,53.4,12,6-7-0,Loss,6-7-0,dan,DR Philthy,65.08,11,1-12-0,1-12-0
2015,16,Rob,senor manberto,104.18,4,8-5-0,Loss,8-5-0,Mike,Foosball Is The DEVIL,137.54,2,7-6-0,7-6-0
2015,16,Colin,Im a scientist,138.76,1,7-6-0,Win,7-6-0,Mike,MrPigSkinner,84.6,7,8-5-0,8-5-0
2015,16,Kameron,Drunken Monkeys,121.54,3,8-5-0,Win,8-5-0,Brian,DoyouseewhathappensLarry,99.7,5,8-5-0,8-5-0
2015,16,Matthew,Turf Muncher,78.5,9,7-6-0,Loss,7-6-0,Matt,Mongorians,82.79,8,4-9-0,4-9-0
2015,16,Aaron,Doomsday,76.06,10,7-6-0,Loss,7-6-0,AJ,Digbick McCocknballs III,87.94,6,7-6-0,7-6-0
2015,16,dan,DR Philthy,65.08,11,1-12-0,Win,1-12-0,Sam,ZJ Anderson,53.4,12,6-7-0,6-7-0
2015,16,Mike,Foosball Is The DEVIL,137.54,2,7-6-0,Win,7-6-0,Rob,senor manberto,104.18,4,8-5-0,8-5-0
2015,16,Mike,MrPigSkinner,84.6,7,8-5-0,Loss,8-5-0,Colin,Im a scientist,138.76,1,7-6-0,7-6-0
2015,16,Brian,DoyouseewhathappensLarry,99.7,5,8-5-0,Loss,8-5-0,Kameron,Drunken Monkeys,121.54,3,8-5-0,8-5-0
2016,1,AJ,Allah Bout Dem Benjamins,87.02,9,0-0-0,Loss,0-1-0,dan,DR Philthy,91.66,8,0-0-0,1-0-0
2016,1,Kameron,Drunken Monkeys,116.8,4,0-0-0,Win,1-0-0,Aaron,I Cursed AJ Crane,105.39,6,0-0-0,0-1-0
2016,1,Matthew,Turf Muncher,78.66,11,0-0-0,Loss,0-1-0,Mike,Mr Pig Skinner,84.94,10,0-0-0,1-0-0
2016,1,Mike,Wall Or Nothin,135.72,2,0-0-0,Win,1-0-0,Matt,Mongorians,50.5,12,0-0-0,0-1-0
2016,1,Rob,Buildin 'Merica,141.3,1,0-0-0,Win,1-0-0,Brian,DaHazzelhoffs,102.06,7,0-0-0,0-1-0
2016,1,Colin,Im a scientist,105.94,5,0-0-0,Loss,0-1-0,Sam,Bell Peppers,132.7,3,0-0-0,1-0-0
2016,1,dan,DR Philthy,91.66,8,0-0-0,Win,1-0-0,AJ,Allah Bout Dem Benjamins,87.02,9,0-0-0,0-1-0
2016,1,Aaron,I Cursed AJ Crane,105.39,6,0-0-0,Loss,0-1-0,Kameron,Drunken Monkeys,116.8,4,0-0-0,1-0-0
2016,1,Mike,Mr Pig Skinner,84.94,10,0-0-0,Win,1-0-0,Matthew,Turf Muncher,78.66,11,0-0-0,0-1-0
2016,1,Matt,Mongorians,50.5,12,0-0-0,Loss,0-1-0,Mike,Wall Or Nothin,135.72,2,0-0-0,1-0-0
2016,1,Brian,DaHazzelhoffs,102.06,7,0-0-0,Loss,0-1-0,Rob,Buildin 'Merica,141.3,1,0-0-0,1-0-0
2016,1,Sam,Bell Peppers,132.7,3,0-0-0,Win,1-0-0,Colin,Im a scientist,105.94,5,0-0-0,0-1-0
2016,2,Kameron,Drunken Monkeys,93.98,8,1-0-0,Loss,1-1-0,AJ,Allah Bout Dem Benjamins,105.5,5,0-1-0,1-1-0
2016,2,dan,DR Philthy,113.45,3,1-0-0,Loss,1-1-0,Matthew,Turf Muncher,126.76,1,0-1-0,1-1-0
2016,2,Aaron,I Cursed AJ Crane,94.66,7,0-1-0,Win,1-1-0,Mike,Wall Or Nothin,90.12,10,1-0-0,1-1-0
2016,2,Mike,Mr Pig Skinner,102.66,6,1-0-0,Win,2-0-0,Rob,Buildin 'Merica,58.8,12,1-0-0,1-1-0
2016,2,Matt,Mongorians,83.21,11,0-1-0,Loss,0-2-0,Colin,Im a scientist,107.88,4,0-1-0,1-1-0
2016,2,Brian,DaHazzelhoffs,92.12,9,0-1-0,Loss,0-2-0,Sam,Bell Peppers,117.56,2,1-0-0,2-0-0
2016,2,AJ,Allah Bout Dem Benjamins,105.5,5,0-1-0,Win,1-1-0,Kameron,Drunken Monkeys,93.98,8,1-0-0,1-1-0
2016,2,Matthew,Turf Muncher,126.76,1,0-1-0,Win,1-1-0,dan,DR Philthy,113.45,3,1-0-0,1-1-0
2016,2,Mike,Wall Or Nothin,90.12,10,1-0-0,Loss,1-1-0,Aaron,I Cursed AJ Crane,94.66,7,0-1-0,1-1-0
2016,2,Rob,Buildin 'Merica,58.8,12,1-0-0,Loss,1-1-0,Mike,Mr Pig Skinner,102.66,6,1-0-0,2-0-0
2016,2,Colin,Im a scientist,107.88,4,0-1-0,Win,1-1-0,Matt,Mongorians,83.21,11,0-1-0,0-2-0
2016,2,Sam,Bell Peppers,117.56,2,1-0-0,Win,2-0-0,Brian,DaHazzelhoffs,92.12,9,0-1-0,0-2-0
2016,3,AJ,Allah Bout Dem Benjamins,122.14,5,1-1-0,Win,2-1-0,Matthew,Turf Muncher,93.24,8,1-1-0,1-2-0
2016,3,Mike,Wall Or Nothin,124.14,3,1-1-0,Loss,1-2-0,Kameron,Drunken Monkeys,159.14,1,1-1-0,2-1-0
2016,3,Rob,Buildin 'Merica,138.63,2,1-1-0,Win,2-1-0,dan,DR Philthy,81.91,10,1-1-0,1-2-0
2016,3,Colin,Im a scientist,122.26,4,1-1-0,Win,2-1-0,Aaron,I Cursed AJ Crane,98.49,7,1-1-0,1-2-0
2016,3,Sam,Bell Peppers,71.26,11,2-0-0,Loss,2-1-0,Mike,Mr Pig Skinner,100.58,6,2-0-0,3-0-0
2016,3,Brian,DaHazzelhoffs,83.9,9,0-2-0,Win,1-2-0,Matt,Mongorians,61.3,12,0-2-0,0-3-0
2016,3,Matthew,Turf Muncher,93.24,8,1-1-0,Loss,1-2-0,AJ,Allah Bout Dem Benjamins,122.14,5,1-1-0,2-1-0
2016,3,Kameron,Drunken Monkeys,159.14,1,1-1-0,Win,2-1-0,Mike,Wall Or Nothin,124.14,3,1-1-0,1-2-0
2016,3,dan,DR Philthy,81.91,10,1-1-0,Loss,1-2-0,Rob,Buildin 'Merica,138.63,2,1-1-0,2-1-0
2016,3,Aaron,I Cursed AJ Crane,98.49,7,1-1-0,Loss,1-2-0,Colin,Im a scientist,122.26,4,1-1-0,2-1-0
2016,3,Mike,Mr Pig Skinner,100.58,6,2-0-0,Win,3-0-0,Sam,Bell Peppers,71.26,11,2-0-0,2-1-0
2016,3,Matt,Mongorians,61.3,12,0-2-0,Loss,0-3-0,Brian,DaHazzelhoffs,83.9,9,0-2-0,1-2-0
2016,4,Mike,Wall Or Nothin,95.95,6,1-2-0,Loss,1-3-0,AJ,Allah Bout Dem Benjamins,96.24,5,2-1-0,3-1-0
2016,4,Matthew,Turf Muncher,121.79,2,1-2-0,Win,2-2-0,Rob,Buildin 'Merica,87.55,10,2-1-0,2-2-0
2016,4,Kameron,Drunken Monkeys,87.86,9,2-1-0,Loss,2-2-0,Colin,Im a scientist,99.14,4,2-1-0,3-1-0
2016,4,dan,DR Philthy,110.63,3,1-2-0,Win,2-2-0,Sam,Bell Peppers,88.68,8,2-1-0,2-2-0
2016,4,Aaron,I Cursed AJ Crane,132.46,1,1-2-0,Win,2-2-0,Brian,DaHazzelhoffs,65.62,12,1-2-0,1-3-0
2016,4,Mike,Mr Pig Skinner,68.02,11,3-0-0,Loss,3-1-0,Matt,Mongorians,95.21,7,0-3-0,1-3-0
2016,4,AJ,Allah Bout Dem Benjamins,96.24,5,2-1-0,Win,3-1-0,Mike,Wall Or Nothin,95.95,6,1-2-0,1-3-0
2016,4,Rob,Buildin 'Merica,87.55,10,2-1-0,Loss,2-2-0,Matthew,Turf Muncher,121.79,2,1-2-0,2-2-0
2016,4,Colin,Im a scientist,99.14,4,2-1-0,Win,3-1-0,Kameron,Drunken Monkeys,87.86,9,2-1-0,2-2-0
2016,4,Sam,Bell Peppers,88.68,8,2-1-0,Loss,2-2-0,dan,DR Philthy,110.63,3,1-2-0,2-2-0
2016,4,Brian,DaHazzelhoffs,65.62,12,1-2-0,Loss,1-3-0,Aaron,I Cursed AJ Crane,132.46,1,1-2-0,2-2-0
2016,4,Matt,Mongorians,95.21,7,0-3-0,Win,1-3-0,Mike,Mr Pig Skinner,68.02,11,3-0-0,3-1-0
2016,5,AJ,Allah Bout Dem Benjamins,113.56,4,3-1-0,Win,4-1-0,Rob,Buildin 'Merica,109.9,5,2-2-0,2-3-0
2016,5,Colin,Im a scientist,108.36,6,3-1-0,Loss,3-2-0,Mike,Wall Or Nothin,135.82,1,1-3-0,2-3-0
2016,5,Sam,Bell Peppers,80.08,10,2-2-0,Loss,2-3-0,Matthew,Turf Muncher,117.13,3,2-2-0,3-2-0
2016,5,Brian,DaHazzelhoffs,73.96,11,1-3-0,Loss,1-4-0,Kameron,Drunken Monkeys,133.18,2,2-2-0,3-2-0
2016,5,Matt,Mongorians,98.14,7,1-3-0,Win,2-3-0,dan,DR Philthy,71.9,12,2-2-0,2-3-0
2016,5,Mike,Mr Pig Skinner,85.9,9,3-1-0,Loss,3-2-0,Aaron,I Cursed AJ Crane,86.66,8,2-2-0,3-2-0
2016,5,Rob,Buildin 'Merica,109.9,5,2-2-0,Loss,2-3-0,AJ,Allah Bout Dem Benjamins,113.56,4,3-1-0,4-1-0
